House for sale,Loan,current account,Textile,Unemployment,government,Hotels,Jobs,Birthday,Credit,revenue,M0,Economy News,Crisis,Manufacturing,Real estate,protest,deficit,Inflation,Travel,Aviation,Economic crisis,Interest,Car Loan,Weddings,FMCG,Fitness,budget,Tourism,subsidy,stock market,Recession,USAID,taxes,ehsaas program,World News,Politics,Cinema,trade,Financial crisis,CPI,Cars,Newspapers,Cigarette,House Loan,Food,LSM,Construction,PSB,Agriculture,mehngai,Fast Food,Business News,parliament,Investment,economic growth,elections
23,3,10,3,3,6,9,13,63,22,28,0,0,10,6,10,6,25,4,12,10,0,28,0,16,36,13,4,4,31,3,1,1,7,0,6,4,49,10,0,20,14,3,48,0,26,0,7,0,3,0,7,23,3,5,10,1
19,3,0,4,4,5,9,14,61,23,32,0,0,15,8,11,4,39,5,13,12,0,35,0,13,44,15,4,5,16,4,1,1,7,0,5,6,37,12,0,11,16,3,55,0,31,0,8,0,4,0,6,0,4,7,16,1
22,3,9,5,6,6,9,14,59,21,32,0,0,15,8,11,5,47,5,13,10,0,39,0,21,39,15,4,5,18,3,1,1,7,0,6,7,35,11,2,12,15,3,51,0,30,0,8,0,4,0,8,0,4,7,23,12
23,3,12,4,8,5,10,12,57,21,32,0,0,17,8,10,6,47,5,14,10,6,36,0,18,44,13,5,5,9,4,1,1,8,0,6,6,36,11,5,10,15,3,44,0,28,0,8,0,4,0,8,0,3,6,18,1
19,3,0,3,7,7,9,12,56,22,27,0,0,12,7,10,7,26,5,13,9,0,39,0,17,46,13,4,5,12,3,0,1,7,0,5,5,23,9,0,10,15,3,43,0,30,0,7,0,3,0,7,25,3,6,14,1
24,3,0,3,3,4,11,13,51,22,19,0,0,8,6,9,4,22,3,13,8,0,30,3,18,24,13,4,3,14,2,1,1,6,0,13,4,41,8,0,17,14,3,43,0,24,0,6,0,2,0,7,0,2,5,6,1
23,4,7,3,4,4,12,15,60,26,23,0,0,9,5,11,4,16,3,14,9,0,29,3,21,38,18,5,4,59,3,1,1,7,0,15,4,43,9,3,12,16,2,56,0,25,0,7,0,3,0,9,0,3,6,10,0
43,8,13,4,4,5,14,18,65,30,30,0,0,11,8,15,3,21,3,17,11,0,34,4,30,35,19,6,4,64,3,1,1,9,0,5,5,60,10,0,10,16,3,57,0,31,0,8,0,3,0,9,0,2,7,9,0
68,10,17,4,5,7,15,27,72,35,37,0,0,12,10,22,3,21,4,17,12,0,49,9,44,33,25,7,5,37,3,1,1,9,0,5,6,48,13,2,13,17,3,68,0,32,0,12,0,4,0,9,56,3,9,8,0
59,11,18,5,9,8,16,26,69,41,46,0,0,15,12,23,6,43,6,19,15,5,55,9,45,48,24,8,6,36,5,1,1,13,0,7,8,37,14,6,19,17,3,76,0,42,0,15,100,5,0,9,28,4,10,22,1
60,13,19,5,8,8,17,25,70,39,40,0,0,17,11,20,8,43,6,19,11,0,55,12,40,47,23,7,6,13,4,1,1,13,0,5,8,38,15,4,17,18,3,68,0,40,0,13,0,4,0,9,29,5,10,17,2
91,22,34,5,9,9,21,37,70,55,46,0,0,17,12,25,9,37,6,23,13,5,68,22,56,41,26,10,6,11,5,2,1,18,0,6,8,38,15,4,33,17,2,88,76,47,0,15,0,5,0,11,43,5,10,21,0
73,24,33,4,5,10,22,37,64,53,36,0,0,13,10,27,6,27,3,20,13,0,64,33,49,26,24,9,4,0,4,1,1,17,0,6,5,46,13,0,11,22,3,98,100,39,0,14,0,3,0,9,39,4,10,13,0
81,19,20,4,7,8,23,38,59,46,38,0,0,15,11,24,7,44,4,19,13,0,65,21,39,50,24,9,5,8,4,1,1,16,0,4,5,35,13,3,18,18,3,82,89,41,0,13,0,4,0,10,24,3,9,16,0
84,18,27,5,7,8,21,38,56,43,39,0,0,16,12,26,9,47,5,20,11,0,63,22,42,42,27,10,5,12,4,2,2,16,0,6,8,33,14,2,18,17,3,77,0,44,0,14,0,4,0,13,30,5,10,22,1
65,13,22,4,9,7,17,22,45,36,39,0,0,15,9,17,6,44,5,18,11,4,49,12,27,36,19,8,5,7,3,2,1,11,0,5,6,47,12,4,25,16,3,79,0,32,2,12,97,4,0,8,35,4,8,23,10
53,16,18,3,10,7,15,26,49,44,41,0,0,14,9,18,6,25,5,17,9,0,56,18,31,39,16,8,4,9,3,1,1,13,0,6,6,39,10,0,17,16,3,74,0,34,0,10,0,3,0,8,0,5,8,14,1
72,20,17,4,5,7,21,36,55,46,35,45,0,11,9,25,8,27,3,21,13,0,59,22,38,32,27,9,4,7,3,1,1,15,0,5,6,76,12,0,16,20,3,78,0,34,0,12,0,3,0,10,38,3,9,11,1
82,20,26,4,5,7,22,36,64,49,38,0,0,11,9,27,6,33,3,24,13,0,59,20,47,42,27,11,4,0,4,1,1,16,0,5,6,71,12,2,20,26,2,87,0,40,0,13,0,3,0,9,29,3,9,16,0
74,19,16,3,5,6,21,32,66,48,38,0,0,11,9,22,7,30,4,20,12,0,63,20,43,30,24,9,4,0,4,2,1,14,0,6,6,84,13,0,8,22,3,87,0,36,0,12,0,3,0,9,22,4,9,8,0
71,18,24,5,7,8,19,33,72,47,46,0,63,14,11,24,21,30,4,20,12,0,65,18,47,45,27,10,6,0,3,1,2,15,0,14,8,42,15,2,14,15,3,85,66,38,0,14,0,4,0,10,26,4,9,8,1
62,15,24,6,8,8,17,36,66,39,49,0,0,16,12,23,15,35,4,21,12,0,64,11,42,45,22,9,7,11,3,2,2,14,0,7,9,49,15,3,0,22,3,71,0,43,0,14,0,5,0,10,40,4,11,18,1
65,17,29,4,8,9,16,29,68,42,50,0,0,18,12,23,9,37,4,19,12,0,65,18,36,53,24,10,6,13,3,2,1,14,0,6,7,37,16,4,19,22,2,65,0,45,0,14,0,4,0,9,34,4,11,22,1
67,20,20,4,10,9,18,31,63,41,52,0,0,26,11,26,11,35,5,20,14,0,69,21,46,45,24,10,6,10,4,2,2,16,0,5,7,34,16,2,15,18,2,74,0,45,0,13,0,4,0,10,37,4,10,18,1
68,19,28,3,5,8,16,30,61,41,42,0,0,21,10,24,7,36,4,20,12,0,58,23,40,35,22,9,5,11,3,1,1,14,0,8,6,43,15,0,10,14,3,73,0,38,0,12,0,3,0,9,30,4,9,10,0
63,16,19,5,4,7,14,27,55,40,39,0,56,14,11,23,8,33,4,18,13,5,54,18,45,42,22,9,4,15,4,1,2,13,0,5,6,32,15,2,21,20,2,59,78,40,0,12,0,4,0,9,22,4,9,16,1
46,15,19,3,8,8,10,18,51,33,34,0,53,20,10,20,7,36,4,18,10,8,61,16,41,33,22,7,4,6,8,4,1,12,0,12,6,17,14,3,15,13,2,61,0,40,0,11,0,3,0,9,28,2,9,19,1
43,12,7,3,8,7,5,12,55,32,39,0,0,22,8,12,7,31,4,10,7,5,54,15,22,32,17,6,8,11,5,3,1,11,0,8,6,11,14,4,12,9,2,51,49,34,0,8,0,4,0,7,23,2,7,23,0
46,14,24,3,28,13,7,14,55,31,53,0,0,25,13,15,12,36,8,11,8,8,92,13,29,35,22,7,8,6,5,2,1,14,0,5,7,9,16,8,18,12,2,69,0,40,0,12,0,5,0,11,0,3,11,73,0
51,14,10,4,22,9,7,18,65,37,54,0,0,22,12,16,26,37,7,13,9,5,92,14,38,39,24,8,7,8,5,2,1,13,0,5,6,9,19,5,17,17,2,51,0,37,0,11,0,4,0,9,22,3,10,53,0
49,11,16,3,6,5,9,15,70,33,34,0,0,13,8,14,9,30,3,13,9,0,54,12,29,49,20,6,3,0,3,2,2,9,0,4,4,12,13,0,9,20,1,53,0,29,0,8,0,2,0,7,0,3,6,8,0
58,11,14,3,7,5,9,18,66,37,34,0,0,13,7,14,4,26,2,14,10,4,49,11,33,40,18,6,4,0,3,2,2,8,0,5,4,17,12,2,11,15,2,50,0,30,0,8,0,2,0,9,0,2,7,8,3
43,10,12,3,7,6,8,18,66,33,37,0,55,11,7,14,9,31,3,13,10,0,53,9,34,44,19,6,4,6,3,1,2,9,0,4,5,20,14,0,0,19,1,47,0,32,0,9,0,3,0,7,22,2,7,10,1
30,6,13,3,6,5,7,14,59,25,36,0,0,11,7,10,8,30,3,10,7,3,40,5,25,33,14,4,4,0,3,1,1,8,0,5,4,17,12,0,10,17,2,55,0,28,0,8,0,3,0,8,23,3,6,11,3
23,6,17,4,7,6,5,13,57,26,40,0,52,13,9,10,7,37,4,10,9,0,48,5,19,38,13,5,5,9,3,2,1,9,0,6,7,13,13,0,21,15,2,56,0,30,0,9,0,3,0,8,0,3,6,17,56
28,6,10,3,7,6,5,12,58,26,41,0,0,15,8,11,8,35,4,10,10,0,44,6,21,39,14,5,5,7,3,2,1,7,0,6,6,15,13,2,19,15,1,54,0,29,0,9,0,3,0,8,0,5,6,15,1
29,6,12,3,6,5,5,12,57,23,37,0,0,11,7,11,8,33,4,10,8,0,43,6,22,29,14,4,3,0,5,1,1,6,0,15,5,17,12,0,10,15,1,77,0,28,0,8,0,2,0,6,0,2,6,13,1
36,7,13,3,6,5,5,13,53,32,34,0,0,10,7,12,7,33,3,10,8,0,47,7,23,39,13,4,3,0,4,1,1,10,0,13,3,17,13,2,18,15,1,81,0,29,0,8,0,3,0,7,0,2,7,8,0
42,11,13,4,6,7,7,15,56,36,41,41,0,16,8,14,8,38,4,12,9,0,52,10,24,34,15,5,4,0,4,1,1,9,0,7,5,18,14,0,12,16,1,73,62,32,0,9,0,2,0,7,21,3,7,8,0
50,12,15,4,8,6,8,14,47,35,35,0,0,14,8,15,8,46,4,13,8,0,48,11,31,30,15,5,4,0,4,1,1,10,0,6,5,14,13,0,12,14,1,71,0,34,0,9,0,3,0,7,0,3,9,14,0
43,8,14,3,8,6,8,14,47,33,38,0,0,13,7,13,10,51,4,13,8,0,52,7,31,33,16,5,5,0,4,1,1,10,0,5,4,21,13,2,15,15,2,62,0,32,0,9,0,3,0,10,0,2,7,13,0
47,10,14,4,8,7,9,16,53,33,46,0,0,14,8,15,7,48,4,15,8,0,51,8,26,36,19,5,4,0,4,2,1,12,0,5,4,26,14,2,21,16,1,71,0,36,0,10,0,3,0,10,0,3,8,17,0
47,9,0,3,5,5,11,16,56,35,36,0,0,11,7,14,6,39,3,17,8,0,42,6,31,32,17,5,4,0,3,1,1,8,0,5,4,40,12,0,14,16,1,77,0,32,0,8,0,2,0,9,21,2,7,8,0
61,9,13,3,6,6,10,19,57,38,33,0,0,9,8,16,5,37,2,20,9,0,45,8,30,27,18,5,3,0,3,1,2,9,0,5,5,35,12,2,14,16,2,75,0,37,0,9,0,3,0,11,0,2,8,13,0
62,13,15,4,6,6,11,20,61,47,36,0,0,11,9,19,10,28,3,17,10,0,56,13,30,38,20,6,4,0,5,1,1,11,0,4,5,30,14,0,10,16,2,77,0,37,0,11,0,4,0,9,20,3,9,8,1
63,8,22,3,7,7,9,17,52,30,41,0,0,13,9,16,6,36,5,16,11,4,48,6,28,40,18,6,5,0,4,1,1,10,0,5,4,29,14,4,16,15,2,77,0,39,0,12,0,4,0,9,0,2,7,13,0
51,10,16,4,9,8,10,17,54,32,53,0,0,13,11,16,8,52,7,17,11,4,56,9,26,41,17,6,5,9,4,2,1,12,0,5,5,22,16,2,19,15,2,85,0,42,0,12,0,4,0,9,0,3,9,20,0
46,7,17,3,7,7,13,14,45,27,45,0,0,13,8,14,6,43,6,16,10,3,47,6,20,27,14,6,5,0,3,1,1,9,0,3,5,43,12,3,17,13,1,55,0,38,0,10,0,3,0,9,0,2,8,17,0
35,6,11,4,6,7,10,16,60,24,57,0,0,14,8,12,8,38,7,15,10,0,53,4,22,46,13,5,5,6,4,2,1,11,0,7,5,31,14,3,24,15,1,61,0,34,0,9,0,3,0,9,23,3,8,14,0
29,6,14,4,4,6,11,17,56,26,44,0,0,15,8,12,7,41,6,14,11,0,53,3,17,50,13,5,3,0,4,1,1,10,0,11,5,28,14,2,19,15,1,54,0,37,0,9,0,3,0,7,15,2,7,10,0
27,5,19,4,6,8,8,17,46,26,54,0,36,18,11,12,7,65,10,14,9,4,65,5,14,47,13,6,5,0,5,2,2,10,0,8,6,26,16,3,26,16,1,66,0,40,0,11,0,4,0,12,0,3,8,22,0
17,5,14,3,7,7,8,16,42,29,49,0,42,15,8,11,6,60,8,13,8,6,61,3,16,23,12,5,4,5,4,2,1,11,0,7,5,14,13,4,22,14,1,66,0,37,0,8,48,3,0,8,12,3,8,19,1
25,5,18,4,6,7,9,18,44,24,49,0,49,15,8,11,5,51,10,12,9,5,64,3,18,26,14,5,4,5,4,2,1,10,0,5,5,33,13,2,26,14,1,65,36,35,1,9,0,3,0,9,0,2,7,15,1
21,5,15,4,4,5,10,17,52,23,45,0,36,13,8,11,4,58,8,13,9,3,54,4,15,36,15,5,3,5,4,3,3,10,0,4,4,27,13,1,24,13,1,68,0,35,0,8,49,3,0,7,15,4,7,10,0
30,5,11,2,3,4,10,19,52,24,41,0,0,10,6,10,4,38,6,13,9,3,41,2,13,34,14,5,3,6,3,2,1,8,0,4,3,52,12,1,22,14,1,74,0,30,0,7,61,2,0,9,23,2,6,7,0
47,8,11,3,4,5,12,21,56,26,45,0,41,12,8,16,5,43,6,14,10,3,51,6,21,46,18,5,3,5,4,2,2,9,0,4,4,31,14,2,26,14,1,87,0,36,0,10,49,3,0,9,16,2,8,5,1
44,11,11,4,5,6,13,23,61,31,47,0,35,13,10,19,7,48,7,15,11,3,62,6,29,39,20,6,4,5,4,2,2,11,0,5,5,31,17,1,29,14,1,84,0,41,0,11,0,4,0,8,16,3,10,8,0
43,12,18,4,7,8,12,21,51,31,51,28,68,17,11,18,8,49,9,14,11,8,63,7,21,37,18,6,6,7,4,3,1,10,0,6,6,32,15,3,33,13,1,76,0,43,0,12,0,5,0,11,12,3,10,17,1
45,9,16,4,7,8,12,20,49,26,60,0,40,16,11,18,13,53,9,13,11,5,71,5,28,34,17,7,6,8,4,3,2,12,0,7,7,29,15,2,34,12,1,77,0,44,0,12,0,5,0,10,18,4,9,16,4
46,10,18,4,8,8,12,20,47,27,58,0,63,16,11,17,6,57,10,12,9,7,73,6,25,30,16,7,5,9,4,3,1,11,0,7,6,35,17,2,27,13,1,78,0,43,0,12,0,5,0,9,12,5,9,18,0
51,9,15,3,4,7,11,23,51,26,53,0,48,15,9,16,5,50,12,12,10,12,72,5,24,34,16,6,4,8,4,3,1,11,0,4,5,47,16,2,30,12,1,64,0,37,0,10,46,4,0,9,22,4,10,11,0
47,7,12,4,5,7,8,19,46,25,49,0,0,14,9,17,7,42,8,12,10,8,57,4,24,39,14,6,3,6,4,2,1,9,0,6,5,37,14,0,27,11,1,62,0,38,0,10,0,4,0,8,17,2,9,11,0
39,7,17,5,7,7,8,18,47,27,57,0,53,17,9,13,8,53,10,13,9,8,69,5,17,41,14,6,4,7,4,3,1,10,0,4,6,33,14,3,40,12,1,66,0,39,0,10,0,4,0,9,24,3,8,22,0
36,5,18,3,5,5,9,16,40,23,45,0,44,13,7,12,5,46,8,13,8,5,53,3,18,26,13,5,4,5,3,2,1,11,0,4,4,44,14,3,19,12,1,58,0,34,0,9,0,3,0,10,23,2,7,11,0
33,6,22,5,6,7,9,18,45,24,52,0,50,17,9,14,6,58,9,13,11,6,63,4,17,33,16,5,4,9,4,3,2,10,0,5,5,43,16,3,32,13,1,79,0,36,0,11,0,4,0,10,18,3,9,21,3
34,5,15,3,4,5,9,19,47,24,44,0,0,12,7,13,6,44,6,12,9,4,47,3,14,38,14,5,3,7,3,2,3,10,0,4,5,64,14,1,22,11,1,67,0,33,0,8,0,3,0,8,20,3,7,10,0
44,6,9,3,3,4,10,25,50,23,48,0,41,10,7,15,5,36,6,14,10,0,45,3,21,34,16,5,3,5,3,1,2,9,0,3,4,100,14,2,25,12,1,81,0,34,0,10,0,3,0,9,27,2,9,7,0
33,5,12,3,3,5,10,21,50,25,48,0,44,10,7,14,6,38,6,14,11,3,49,0,18,46,16,6,3,5,3,1,2,9,0,4,4,79,14,0,28,11,1,88,0,34,0,9,57,4,0,7,13,2,7,7,0
31,5,13,4,4,6,9,20,88,23,48,0,0,11,8,13,6,34,6,13,10,3,51,5,16,37,14,5,4,5,3,1,2,9,0,4,5,73,14,1,23,11,1,73,0,37,0,9,0,4,0,8,38,2,6,8,1
38,6,9,4,5,7,10,19,47,28,51,0,0,16,9,14,18,45,7,13,11,10,57,2,15,41,13,5,5,5,4,2,2,9,0,8,6,46,14,3,19,10,1,62,0,41,0,11,45,5,0,8,27,4,8,13,1
24,6,14,4,6,7,9,16,44,28,63,33,0,14,11,13,13,51,8,12,11,6,55,4,11,47,13,6,5,9,4,2,1,10,0,6,6,52,14,2,27,10,1,78,0,40,0,10,0,4,0,8,35,3,8,14,2
35,5,13,4,5,5,9,16,44,25,54,0,39,14,9,12,9,49,8,12,11,4,57,3,14,40,12,6,4,7,3,2,2,8,0,3,5,62,14,1,27,10,1,62,0,37,0,10,60,4,0,8,20,2,7,14,5
40,5,12,3,4,6,9,20,42,29,51,30,36,14,9,15,8,43,7,12,12,3,57,3,10,42,12,5,3,8,4,1,2,10,0,4,4,63,14,0,26,10,1,54,0,35,0,10,71,3,0,7,29,2,8,11,1
41,6,14,5,4,6,12,21,37,34,55,0,47,15,11,17,9,41,8,14,11,6,62,2,19,43,13,6,4,7,4,2,2,12,0,4,4,53,15,0,36,10,1,59,0,38,0,11,0,4,0,8,20,3,9,11,1
33,6,17,4,5,6,11,18,32,28,50,0,51,13,10,15,9,51,8,12,11,3,70,4,14,38,13,6,4,6,4,1,2,11,0,3,5,29,14,2,29,9,1,54,0,36,0,10,0,3,0,7,17,2,8,9,1
41,6,17,3,5,6,12,18,34,24,54,0,0,14,9,15,9,65,7,12,11,0,56,5,18,31,14,6,4,0,4,2,4,11,0,5,5,44,14,1,31,11,1,51,0,36,2,9,0,3,0,9,0,2,8,14,1
37,6,17,4,5,6,11,19,38,26,49,0,0,16,10,15,11,48,7,14,12,0,64,4,19,44,15,6,4,9,4,3,8,11,0,4,5,42,14,1,32,10,1,67,0,38,0,10,0,3,0,7,19,4,8,12,1
37,6,17,4,3,5,10,19,42,24,47,0,0,12,8,14,8,49,6,14,11,0,56,4,19,38,14,5,3,8,3,2,2,11,0,3,5,88,12,0,29,11,1,69,0,34,0,9,0,3,0,7,0,3,8,8,1
40,6,15,4,3,5,11,21,41,27,47,0,0,15,8,17,6,51,5,15,12,0,54,5,17,46,15,6,3,8,3,1,3,10,0,3,4,55,14,1,22,11,1,67,0,35,0,10,71,3,0,7,17,3,8,10,2
33,6,13,5,3,5,10,21,39,26,50,0,0,12,9,17,9,45,5,15,12,3,58,4,15,42,14,6,3,0,5,2,3,11,0,3,5,53,14,1,40,11,1,61,0,34,0,10,0,3,0,8,20,2,8,7,1
35,6,14,5,4,6,10,20,46,27,48,0,0,14,10,16,7,36,6,15,13,0,58,5,17,46,15,5,4,6,4,1,2,12,0,4,6,38,15,2,27,10,1,64,0,37,0,11,0,4,0,7,24,3,11,9,1
37,9,14,5,4,7,10,20,40,26,53,0,0,14,12,17,8,52,7,15,14,0,63,6,22,43,15,6,4,6,4,1,2,10,0,5,6,39,14,3,32,10,1,63,60,42,0,12,52,5,0,8,0,3,12,15,1
33,9,16,5,4,9,10,19,37,29,59,33,45,15,11,17,6,53,8,14,12,0,62,7,20,36,15,7,5,7,5,2,2,11,0,4,7,46,15,0,31,9,1,66,0,42,0,12,57,5,0,7,35,4,9,13,14
37,7,8,5,4,8,10,18,36,26,58,7,13,14,10,16,7,41,7,14,12,1,58,3,19,48,13,7,5,4,4,1,2,10,0,4,6,56,14,1,30,9,0,57,10,42,0,11,28,4,0,5,12,4,9,8,1
